,FRS,His,F
0,0.8899660688317984,0.8577699059123137,0
1,1.073194377120698,0.9676119331507251,1
2,0.7590887057682987,1.037604648596319,1
3,0.6020358700920989,0.8395794391648058,0
4,0.7852641783809986,0.9223555252949787,0
5,0.523509452253999,1.0945475161898337,0
6,0.9684924866698983,0.6573406824678986,0
7,0.9946679592825982,1.1879175433121358,1
8,0.4973339796412991,0.9029642151160645,0
9,0.9684924866698983,0.9846399368932229,1
10,0.7067377605428987,1.1733432043282555,0
11,0.7852641783809986,0.8507028599127484,0
12,0.6282113427047988,0.8531188625594636,0
13,1.0993698497333981,0.8721708678329041,0
14,0.3926320891904993,0.3926320891904993,0
15,1.177896267571498,0.9415802905511266,0
16,1.125545322346098,1.0816431010671497,0
17,0.8376151236063986,0.8436552545872413,0
18,1.3873000484730975,0.9287273508505803,0
19,0.6805622879301988,0.8838601700701614,0
20,0.6282113427047988,0.716548909491857,0
21,0.8899660688317984,0.8680829241220398,0
22,0.4188075618031993,1.0435432209842894,0
23,1.5181774115365974,0.8790570573153088,0
24,1.0338379341050756,0.8303275467675268,0
25,0.9617097061442564,0.821045402454479,0
26,1.2502226179875333,0.9893166600575023,1
27,0.7453250222617988,0.9287273508505803,0
28,1.1540516473731077,0.8700283326793667,0
29,1.0819234194122884,0.7961319338139894,0
30,0.7453250222617988,0.7894928518611654,0
31,0.8414959928762245,0.801638566692417,0
32,0.93766696349065,1.2654597791696234,0
33,1.0097951914514693,1.136219972646547,0
34,0.5048975957257347,0.7999248690972083,0
35,1.105966162065895,0.8054318788958148,0
36,0.9136242208370436,0.6925524108132638,0
37,0.7693677649154052,1.1794039330835857,0
38,1.4185218165627782,0.9794188249443478,0
39,0.7453250222617988,1.1733432043282555,0
40,0.6491540516473732,0.8577699059123137,0
41,1.2983081032947463,0.9299476031849991,1
42,0.6010685663401603,0.8790570573153088,0
43,0.9857524487978628,1.2240930037199895,1
44,0.9617097061442564,0.8584618168155279,0
45,1.0338379341050756,1.0025743347602116,1
46,0.5770258236865539,0.6516546379382823,0
47,1.1540516473731077,0.9136242208370436,0
48,1.0354745925215723,1.2240930037199895,0
49,1.087248322147651,0.983495224032198,0
50,0.8542665388302972,0.8436552545872413,0
51,0.6989453499520614,0.8051233751978452,0
52,0.8024928092042186,0.716548909491857,0
53,0.6989453499520614,0.9287273508505803,0
54,1.8638542665388302,1.192569935238322,0
55,0.20709491850431447,1.0816431010671497,0
56,1.0354745925215723,0.8516243331266318,0
57,0.8024928092042186,0.9893166600575023,0
58,1.1390220517737295,0.9060402684563759,0
59,0.9060402684563759,0.7999248690972083,1
60,1.1131351869606902,0.8790570573153088,0
61,0.8801534036433365,0.7634770953791462,0
62,0.673058485139022,0.7894928518611654,0
63,1.1907957813998082,1.048418024928092,0
64,1.2425695110258868,1.0627362515107044,0
65,1.0613614573346117,0.998908402943487,0
66,2.0450623202301053,1.1733432043282555,1
67,0.44007670182166825,0.7961319338139894,0
68,1.0354745925215723,0.8189293015973771,0
69,0.8542665388302972,0.9118303399164811,0
70,0.7766059443911792,0.7254340404279146,0
71,1.4496644295302012,1.200443486300342,1
72,0.9785407725321889,0.9846399368932229,0
73,0.9270386266094421,1.0435432209842894,0
74,1.261802575107296,1.0816431010671497,1
75,1.0042918454935623,0.8051233751978452,0
76,0.9012875536480687,0.821045402454479,0
77,0.9270386266094421,0.8721708678329041,0
78,1.1587982832618027,1.200443486300342,1
79,0.9527896995708155,0.8616968232472902,0
80,0.7467811158798283,1.0945475161898337,0
81,1.3648068669527897,0.9676119331507251,0
82,0.7982832618025751,1.1691924080487917,0
83,0.9012875536480687,1.1733432043282555,0
84,0.6695278969957081,0.9223555252949787,0
85,1.1330472103004292,0.8516243331266318,0
86,1.5450643776824036,0.8436552545872413,0
87,0.3605150214592275,0.3605150214592275,0
88,1.1072961373390557,0.7082656547355441,0
89,0.46351931330472107,0.46351931330472107,0
90,0.6695278969957081,1.053917002807103,0
91,0.9012875536480687,0.9893166600575023,1
92,1.184549356223176,0.9393548298200739,0
93,0.6952789699570816,1.0025743347602116,0
94,0.18025751072961374,0.55933670293202,0
95,1.7253218884120172,1.0651086422698701,1
96,1.1680123029604,0.9415802905511266,0
97,0.8819684736639755,1.0104952627188524,0
98,0.9296424452133795,1.1623831187083276,0
99,0.9534794309880815,1.1284039871159321,1
100,1.6685890042291427,1.1733432043282555,1
101,0.6912725874663591,0.8700283326793667,0
102,0.8819684736639755,0.8189293015973771,0
103,0.9534794309880815,0.9299476031849991,0
104,1.4302191464821223,1.0816431010671497,0
105,0.5244136870434448,1.0025743347602116,0
